ClientID,FirmSize,Industry,ContractTenureMonths,ProjectsCompleted,AverageProjectValue,SupportTickets,ClientSatisfactionScore,LastInteractionDays,MonthlyRecurringRevenue,Churn
025c662d-7457-482d-81dc-4c79c516232c,Small (<50),Tech,28,34,84003.14,24,4,109,15394.98,0
7132dab9-f7e1-46d1-b775-8305de1b32d2,Large (250+),Healthcare,19,30,23410.67,13,1,314,19291.77,1
09fc6499-eeae-414e-84f9-5276869674cf,Large (250+),Manufacturing,36,4,9026.12,21,3,113,15131.35,0
86664a92-e0be-4b73-b895-644840644fdf,Large (250+),Finance,46,40,60575.75,9,3,356,4064.91,0
88ce39b0-dcd7-422c-b55b-bc63df95cd2f,Small (<50),Healthcare,2,22,91881.6,11,4,165,16773.45,0
50e2df4f-efbb-4d93-85c2-df75305064c2,Large (250+),Tech,56,12,61274.6,2,2,345,14282.36,1
ecb4f0fe-e2cb-40c6-a530-d37618409630,Small (<50),Manufacturing,47,10,73029.59,18,3,338,10922.29,1
dac9d220-e764-44be-b009-a1d5b0cfcef5,Small (<50),Tech,20,43,74818.67,13,4,105,6838.37,0
4d83bf1b-3c92-4482-9fe0-f25d352e9f0a,Medium (50-250),Retail,65,23,63419.34,3,4,215,11842.44,0
23c9f03f-5930-45cb-900c-6c0fb32fb349,Medium (50-250),Manufacturing,50,43,84099.9,21,5,146,17983.87,0
b13b01c4-3b0d-47ef-8284-397cc61b06fd,Enterprise (>1000),Manufacturing,33,37,36302.3,9,2,214,7310.02,0
f0be4b2c-663f-4410-9842-b4bb203fa33c,Medium (50-250),Finance,5,6,14494.24,7,2,223,16949.17,0
2511261b-0c8a-46de-b6cc-c3f5a0046f44,Enterprise (>1000),Healthcare,39,13,16720.8,7,2,242,11469.68,0
5e1c78a7-6aa1-4716-91d0-239b353a4b42,Small (<50),Finance,30,41,42193.8,2,3,35,9974.86,0
d0534697-00a7-4317-a778-38dcca110ed3,Small (<50),Healthcare,8,7,18116.21,14,2,335,16726.57,1
f2bf064d-ca58-4001-b254-117309c34cae,Small (<50),Tech,37,5,28850.25,7,4,306,8704.18,0
3f280e36-3a36-41e6-b02b-fa9ad10358d0,Medium (50-250),Tech,65,18,48470.79,13,2,349,3113.68,0
05d192a1-4731-4116-9609-4258b223a55b,Medium (50-250),Tech,63,25,77926.23,11,1,172,14587.45,0
62dd38bd-bb4c-4e70-98eb-86c185ee03ee,Medium (50-250),Healthcare,7,25,73896.36,2,1,357,7338.91,1
015388f5-e6ad-46bc-b2f0-022b0877e13e,Large (250+),Healthcare,26,11,15092.21,2,2,220,7913.61,1
34ae772c-f62e-48c0-bb21-c8df9e745f0d,Large (250+),Tech,46,13,62787.87,19,5,111,17530.92,0
bf2fa86f-c0f2-4f04-bf07-85a1256f7f0e,Enterprise (>1000),Manufacturing,11,45,87110.58,15,4,72,14051.53,0
141e08b9-7034-4e36-8ec9-8eb181fc87a1,Enterprise (>1000),Tech,24,16,81241.03,19,5,305,8273.41,0
7fbdd208-6828-4c34-89a4-595d081db90b,Large (250+),Retail,34,41,17381.9,22,4,124,2709.66,0
15a7cf8c-23e2-4cf2-b5e0-03cdce9d8247,Enterprise (>1000),Healthcare,44,31,29971.48,0,1,49,4817.18,0
91bb46d1-3285-42e0-a2c0-f07500451975,Enterprise (>1000),Finance,50,8,22252.15,3,2,74,1677.55,0
06a61c8d-363d-4885-bab2-be447759eaec,Large (250+),Tech,7,5,89489.31,13,3,128,7048.19,0
705d235f-e87e-433e-9517-66f906790279,Small (<50),Finance,3,17,41649.41,14,5,175,9961.38,0
f6f13e85-3735-4f2a-ac66-cf9c04264366,Large (250+),Finance,2,26,72121.79,17,1,329,19787.98,1
e892b9fc-5446-4ad9-89cb-4f47cc945589,Small (<50),Tech,6,21,28826.71,14,4,310,1365.82,0
5048e834-6e5b-4d0a-a761-861e6616c8eb,Medium (50-250),Retail,38,25,40744.92,14,1,2,8616.05,0
2b6b8131-cb43-4e16-bb02-07fd9da5f899,Enterprise (>1000),Tech,38,21,26861.16,21,2,88,6318.05,0
ec2a5d69-aa68-4641-87f4-55a3aa5dab2f,Large (250+),Manufacturing,27,18,50284.52,5,5,217,5234.27,0
7665c717-0432-4ffe-abd5-37d176b1c5c1,Medium (50-250),Manufacturing,17,25,43281.41,16,3,185,17371.4,0
359bb825-e364-45a5-ac53-78af60aa9bff,Small (<50),Finance,21,44,19969.5,10,5,187,3118.68,0
2655d5a1-5825-487e-93cc-4f5cf65c9b55,Large (250+),Healthcare,51,44,91315.86,18,1,197,11374.97,0
5ab0e16b-07e8-4b90-8728-1bd0295f80f2,Enterprise (>1000),Retail,61,34,87823.11,2,5,184,14544.34,0
8b92b0be-f722-4b70-9926-971a5d5a7c33,Medium (50-250),Retail,8,0,49038.41,1,1,237,6557.38,0
ec6fb943-d757-44a8-b214-c3230d0fc5e1,Enterprise (>1000),Healthcare,38,16,75822.36,7,4,21,17098.06,0
71ca450e-c3f0-48ab-b1d8-ac4a7d55c4cf,Enterprise (>1000),Healthcare,40,34,56725.75,10,1,84,2151.4,0
7dc3f96f-3d70-472b-9f2f-3256e12aeed2,Large (250+),Healthcare,43,13,99820.54,17,3,37,3713.66,0
3b46f400-6e6e-4c11-ae73-b9cc6f5832ea,Enterprise (>1000),Finance,11,45,39659.11,6,1,223,5733.72,0
34f40f12-138b-4c64-859d-7c07a2df62ef,Medium (50-250),Tech,6,12,40748.41,12,3,133,7461.75,0
f6024b1c-7deb-4c95-8850-9f0501a6a601,Enterprise (>1000),Finance,70,36,64746.12,21,4,346,1394.38,1
7e373169-69d8-4c62-8f2f-d186f28bd188,Enterprise (>1000),Retail,63,49,37199.85,8,1,328,4242.25,0
e49caaac-632e-4435-ad36-f353bf9ebbdf,Small (<50),Tech,4,3,23756.06,12,5,52,11269.18,0
0f26cfc7-014f-483f-8741-d0279e51966b,Large (250+),Tech,8,29,79212.36,24,4,67,19847.16,0
279c4e88-5faa-49a6-b38a-82a53c68d52e,Large (250+),Tech,66,23,23238.95,24,5,40,3727.28,0
282c020c-cdd3-4c87-81ab-bc3255633ce6,Small (<50),Healthcare,43,31,60179.92,5,5,123,12272.65,0
b87b9719-db7f-4d30-ad06-a05d1e70766e,Medium (50-250),Manufacturing,12,23,41056.46,21,2,80,13600.14,0
8367beae-ea23-45cf-9eb1-27e82e71b17f,Large (250+),Finance,36,31,75066.1,7,1,223,11079.56,0
8e3cc993-4ba6-42d9-a71b-514bdd8ed6aa,Enterprise (>1000),Finance,26,10,74708.19,0,4,40,2490.38,0
eca38165-e5e4-4b47-b0ae-d639c631bc27,Enterprise (>1000),Manufacturing,71,31,14627.85,17,4,266,10744.25,0
8e9d1715-3c63-4809-99c2-5b00abed830c,Medium (50-250),Finance,29,44,26839.77,0,2,164,9372.64,0
8091d09c-5fc2-4ac7-bbbe-fc1dc0699714,Large (250+),Tech,3,41,59309.19,12,2,60,17106.93,0
161a92fd-b4a1-4fd7-ac2d-0d01b674d2c2,Medium (50-250),Retail,4,17,94916.03,18,3,49,9648.68,0
bc14f4ad-f83b-4beb-bc6d-244c82e9a0d9,Enterprise (>1000),Manufacturing,23,25,23970.38,16,5,90,18601.23,0
4a007f4c-3ddf-4cc4-bfbc-f0589df35286,Small (<50),Finance,8,9,43051.15,17,4,304,7105.99,1
1bcb0227-916c-493b-9f8e-2d157a4d23cb,Small (<50),Manufacturing,65,22,43502.65,22,5,130,8132.12,0
9e2e01c2-6055-4136-8001-4b2c31efc5d3,Enterprise (>1000),Healthcare,54,16,22582.0,21,3,329,16000.88,1
7b0e8cce-4f5f-4df2-b63c-c00bdbb8b775,Large (250+),Manufacturing,65,16,40862.49,21,4,351,19234.75,0
ad226160-5792-4f07-b4ec-d8a279ca0371,Medium (50-250),Manufacturing,29,22,25518.67,16,5,185,10073.67,0
b2122853-73f3-4d0d-bcc0-869cfd32b332,Enterprise (>1000),Tech,56,2,94641.7,21,2,121,18315.6,0
0dac8d8f-69b2-43fd-9675-48c8143b096f,Large (250+),Retail,59,12,69145.22,3,1,277,16835.46,0
294a22b4-595d-45d3-94b5-1352ab5cc167,Large (250+),Finance,10,45,17947.59,4,1,217,19099.69,0
dce04d71-5cb1-44f2-a1d4-fd2bd567c176,Large (250+),Tech,6,19,31202.84,15,1,80,1143.77,0
ab1d5411-53b8-48a4-8453-5e73a095e90e,Small (<50),Finance,54,47,78657.03,13,4,58,3608.01,0
3e90bf45-9be5-4dc4-93d5-196c7fafc6c3,Small (<50),Healthcare,2,18,40039.65,1,3,89,9340.47,0
8122f744-1f76-4052-930a-fbdc80b151b7,Enterprise (>1000),Retail,55,35,66799.97,20,2,89,1922.01,0
f6b3aef3-3152-4c96-859b-33128e5649fe,Small (<50),Tech,45,38,13154.7,8,2,293,3856.14,1
70aa3f60-4b1c-4a07-ae63-13560f1b82a0,Large (250+),Tech,71,45,9937.32,9,4,194,13546.63,0
4fe4c22a-a9c3-43fc-a48c-6f60c82c20cd,Enterprise (>1000),Healthcare,63,13,14294.77,18,2,324,9363.52,1
3c2e96eb-cec7-4cae-ac31-b9697e106485,Medium (50-250),Tech,55,24,6519.24,2,1,11,9152.32,0
bc2c79cf-e474-4e3b-b9e3-cfab1683cb4b,Large (250+),Finance,63,28,82029.8,5,3,181,16993.36,0
4e38ee9b-6b88-49b7-a246-8f5f48723ea6,Enterprise (>1000),Manufacturing,5,25,43658.82,24,5,314,12374.84,1
27c17c5f-053b-4bcc-a1ba-55ac1aeb1a44,Large (250+),Tech,55,47,60740.32,12,4,76,16085.99,0
e4c2ce9d-855b-45cf-9321-6f7853527e10,Medium (50-250),Tech,14,12,59784.15,16,4,209,13658.11,0
e9fbc8ef-3009-4d27-b005-5b2a0ab32545,Enterprise (>1000),Healthcare,15,32,26167.06,0,3,265,17852.07,0
be6d8273-06bb-4d05-b835-b81ca9a9f7de,Large (250+),Healthcare,53,4,20264.35,20,3,19,12813.14,0
8fea61e4-7650-43ec-9415-498b7e14075f,Enterprise (>1000),Tech,2,11,15946.04,23,1,30,6279.12,0
a362c61f-14c3-40af-a5da-3e942220758a,Enterprise (>1000),Healthcare,53,11,41184.94,4,2,56,15291.63,0
d34cd792-f023-4f6c-a79d-4d5acfe10343,Medium (50-250),Retail,13,20,58224.23,10,3,3,12657.15,0
08e9cab9-657f-4b42-9ac4-dcb99ef5cb4b,Enterprise (>1000),Finance,38,19,86746.45,15,1,328,1115.27,1
ebb47457-1fcb-4812-909a-8a944ac15ab9,Large (250+),Manufacturing,45,11,47869.96,19,5,104,18031.41,0
7c106efc-f8e9-4efe-82ce-5dadf2b8fd9c,Medium (50-250),Healthcare,57,40,34506.69,20,2,323,17886.36,1
84e9292c-56bb-417a-9bcb-84d70b98c109,Small (<50),Finance,69,21,62550.28,16,2,10,19981.86,0
b47c976d-6a77-4f5f-9899-5760c8f7fa5f,Large (250+),Retail,6,22,34694.04,0,4,138,17462.61,0
e25d2094-970a-4450-98f2-d5108ca68614,Enterprise (>1000),Healthcare,60,34,28793.03,18,5,322,5848.27,0
93e7ec7f-f840-420a-8fd8-06151cbf8251,Enterprise (>1000),Healthcare,54,1,84062.55,17,2,297,15048.69,1
47c3ebc8-00be-49f3-8220-857c27ef9432,Large (250+),Finance,59,48,48150.03,9,4,121,4016.47,0
64cd98fa-c309-4453-996e-d542f7864b11,Enterprise (>1000),Finance,65,13,98648.58,2,3,90,19798.46,0
93a87859-4883-4139-96fe-637eea60f5a4,Small (<50),Manufacturing,69,35,22516.4,8,4,26,8566.41,0
e8910b73-c5d6-4009-bd11-72b96432dfa7,Large (250+),Manufacturing,11,36,64694.99,14,2,327,13287.44,1
6468d780-4f80-476a-874d-c403a9d263c2,Medium (50-250),Healthcare,4,25,84436.72,24,4,123,18986.4,0
b4e039fd-378b-4f28-b790-3747caf81dbf,Enterprise (>1000),Healthcare,54,30,31626.85,19,5,271,2279.11,0
e21909c6-92c0-4a96-b241-39c16b4a59c6,Small (<50),Manufacturing,47,47,59873.57,9,3,276,8907.68,0
d4036af8-922f-42d8-8ee2-d969dc78eaef,Medium (50-250),Healthcare,39,40,78432.01,15,1,312,18774.02,1
9bcc496f-d89d-4123-a022-7b51e503c585,Medium (50-250),Manufacturing,62,48,81788.86,19,3,85,8492.63,0
35da511a-f09e-497d-a047-f804c79d02ee,Medium (50-250),Finance,40,0,71999.7,19,4,102,2116.47,0
7b1c4b58-ac34-4c74-bb03-3b8e1aae4145,Large (250+),Finance,20,46,54532.14,21,1,183,4821.56,0
06c47ca3-05c6-421b-aee3-3c3ee3c9a8b7,Enterprise (>1000),Tech,50,7,67041.64,0,3,287,16373.14,0
86e89196-49d9-44f0-913a-e853ec2a10e6,Large (250+),Tech,3,15,9140.09,17,1,208,18040.44,0
087b99a0-09f0-4342-a095-a8aaa1dbecaf,Large (250+),Healthcare,8,46,18663.06,5,1,346,12211.69,1
754258f2-b18f-4381-a49a-1aeb94c42a6a,Large (250+),Tech,3,10,46314.5,11,3,131,12444.67,0
bacac06b-2fc4-4d81-9537-6c8a74b28e3b,Small (<50),Manufacturing,45,14,91831.72,20,3,348,17828.42,1
22cb9c34-aa6e-4c4f-b769-171bc39fd627,Enterprise (>1000),Healthcare,40,24,9809.84,17,1,0,7790.72,0
0ffeb8c4-2536-43d0-a4a1-ee6119ea28d6,Small (<50),Retail,48,42,60488.46,20,4,272,5044.55,0
ae11f39c-09b1-4b11-8cce-df6413b557a0,Large (250+),Manufacturing,53,48,38885.66,7,4,335,1321.78,0
6becc5ab-1bdf-4b0f-9269-bb21c19340c9,Medium (50-250),Manufacturing,67,47,72851.14,20,3,143,12834.86,0
ad49da9d-2fd0-462f-9f4a-2e737ac26dcd,Small (<50),Tech,15,11,94752.77,19,2,37,15803.67,0
d5f7d778-34a9-44c8-9ae4-98d321e94a5c,Medium (50-250),Retail,62,32,77156.63,4,3,212,19493.42,0
150c6bbb-3bb3-4155-a4f5-adfd5f35f159,Medium (50-250),Retail,45,34,65056.86,15,1,136,17423.17,0
ed5e8941-3309-4e61-9d9f-1e541aae495d,Medium (50-250),Tech,70,33,46769.06,12,2,140,9637.78,0
5171ea4f-0a11-44f7-b622-9ac230fc1751,Enterprise (>1000),Retail,2,15,37682.89,3,2,322,5928.32,1
c107e3ea-364c-4aa6-8036-cfcd54516f17,Large (250+),Healthcare,33,37,15615.45,19,2,323,7864.92,0
07be1527-624a-42bd-a679-bc864628c733,Small (<50),Finance,8,44,43987.75,4,1,105,18721.32,0
aaa20c21-de4f-4f3d-ba0d-d30f5d8ef4d0,Medium (50-250),Tech,47,33,30835.17,17,1,129,3542.47,0
6a793681-fb8e-4759-9edb-0c1385a82dd9,Medium (50-250),Healthcare,36,48,77322.37,2,1,89,4170.11,0
513b283c-b2d6-4670-95c7-ffaea4674054,Large (250+),Tech,25,38,92249.65,21,2,7,13811.26,0
d424585a-31f3-474d-82be-eaea2ae7e870,Large (250+),Manufacturing,44,10,45412.7,8,1,221,7947.41,0
673e71e8-7ddc-4c17-b284-ec04cb3f259c,Large (250+),Finance,65,6,5921.77,23,2,129,6070.82,0
31ec53dc-50bb-4874-ae62-360034c1efd5,Large (250+),Healthcare,37,13,40064.44,7,2,37,6854.62,0
3cd5e8cf-d9e8-4090-8d97-6c34ac83150a,Large (250+),Manufacturing,32,42,56942.88,15,1,213,13441.58,0
140e3872-d820-4ea6-bf71-4a3b9119cc94,Medium (50-250),Finance,23,20,93124.1,11,2,83,17788.58,0
f6344a2e-59b5-4dfa-9322-0a8ecefa5918,Small (<50),Tech,63,46,85492.35,5,1,285,13895.35,0
c22c5902-ecc1-4593-b6a7-8f0087357422,Enterprise (>1000),Healthcare,6,3,86785.77,23,1,297,6671.05,1
9a976309-18a2-4d26-ab51-68a16aa92f0e,Medium (50-250),Tech,37,24,18606.63,6,4,312,10927.36,0
527736ab-fec3-4f12-81c3-84ff8c0dc1c9,Medium (50-250),Retail,51,22,67370.22,0,3,83,17493.94,0
53f9c576-df4a-4aed-862e-0e673a4b6a1b,Enterprise (>1000),Finance,16,2,84246.54,12,4,190,9669.26,0
c8bee153-d2c9-4d99-b036-0314b696419b,Large (250+),Retail,32,41,5731.34,15,3,158,17802.49,0
8855330d-5cde-43bc-b72f-c0cf8b7d960c,Large (250+),Tech,60,41,61977.5,13,1,16,8221.98,0
df61802b-3ea9-4e37-9081-e198e4b0d18c,Enterprise (>1000),Finance,32,15,92612.74,6,4,104,4170.19,0
c02705d8-5736-4aa3-885e-18be8562022d,Enterprise (>1000),Retail,58,48,44529.31,24,3,292,6291.11,0
53be23ed-f939-4d22-889a-dad493949751,Small (<50),Finance,28,9,65370.35,9,2,260,1602.07,1
7b6d071b-6f6a-4d19-a1f5-bac59cdcf830,Enterprise (>1000),Tech,47,23,88379.94,3,1,12,18400.52,0
16bfea73-5f8f-4078-a33e-b82722b7d8f2,Small (<50),Tech,36,34,45488.2,13,5,141,18367.87,0
dad2a0f4-812e-4a63-abfa-613849c57eac,Small (<50),Retail,67,4,45611.51,9,1,206,18422.97,0
ae479d43-d369-4db5-bc5d-b44543044700,Small (<50),Manufacturing,62,35,87916.32,12,5,221,5662.22,0
5778692c-d7da-4158-965f-bc5e0c99dd2d,Enterprise (>1000),Finance,60,27,62277.69,23,5,284,1755.0,0
2f26c5f6-3aec-4b67-8b6a-6d14e0a3087d,Enterprise (>1000),Healthcare,50,15,95309.81,5,2,263,17131.32,0
d4a13bde-f8a3-4332-b70f-3aeef77086d5,Enterprise (>1000),Manufacturing,36,27,15288.88,10,2,14,16485.0,0
1a5e5f4a-d2f6-4649-b7b2-bd3ccfbe9d5b,Small (<50),Tech,5,24,78395.64,22,1,10,10722.92,0
57495fb1-73ec-4c3b-8751-9b691c512387,Small (<50),Finance,60,30,96336.63,4,1,41,8088.79,0
0dd14700-1443-46e8-9272-d306f09a5a7d,Medium (50-250),Finance,18,43,62017.45,7,1,46,10878.25,0
5edaf563-a6bd-4288-8d56-e0a7cd9b0493,Small (<50),Tech,35,2,41104.19,1,5,71,16261.53,0
7a766e84-a255-4135-8616-3af8e08b7df5,Large (250+),Tech,19,17,16077.68,21,5,62,13543.91,0
71e90a63-9d7c-4e7a-93b9-c54387b12c2e,Large (250+),Retail,68,45,97661.3,22,2,301,17972.53,0
e4a341a3-404a-4320-b41b-ccfe20f40fd4,Small (<50),Manufacturing,5,40,23220.7,22,2,341,6706.76,1
997ab394-ac94-4030-a943-210ea05cee34,Small (<50),Retail,21,32,37770.31,22,2,37,2420.81,0
b53c0736-1ac9-4c80-b41b-9bace2a50925,Enterprise (>1000),Retail,21,4,68228.73,15,2,257,16894.08,1
9b25c880-6946-4480-b1ec-749606e8926c,Small (<50),Healthcare,1,44,89700.76,2,3,207,16001.84,0
27643758-5258-4d2b-8fa9-896ad605c0c6,Small (<50),Finance,49,35,33453.78,14,4,228,1675.37,0
b9f483d9-78a3-4af1-a8d9-172e8f6313d5,Medium (50-250),Retail,56,29,80285.53,6,3,211,2453.93,0
2c1edcad-3c60-489a-b7f2-709828f3e6ec,Large (250+),Finance,47,31,10509.34,21,2,304,17990.74,1
475b6d3c-524d-4179-8ef8-f0ad8bb7f366,Small (<50),Tech,30,3,66727.68,9,3,134,6985.92,0
0e2aa059-a345-4b41-a129-7c32efe35b73,Enterprise (>1000),Manufacturing,27,37,55803.92,19,3,223,2428.73,0
e0497ffd-6056-4257-9624-8125dabe1c66,Enterprise (>1000),Manufacturing,12,33,13518.16,0,1,167,11836.75,0
53b14d35-b2c8-4f9a-aa83-c15726d03017,Small (<50),Tech,61,19,10937.24,23,3,141,19375.1,0
01154fb6-9377-4e02-9a92-f15908c1f2c0,Small (<50),Finance,48,37,58426.58,19,3,2,18202.77,0
3c4ccdad-d81d-4db5-9d0a-22d2afdc170e,Enterprise (>1000),Healthcare,45,7,87669.44,1,1,199,12106.38,0
416257ed-91c7-4cd2-ab78-6bf0428ab6b5,Medium (50-250),Tech,67,37,71771.41,16,3,331,14595.29,1
61006bd9-45c3-429b-bd23-b20fa2eaea76,Large (250+),Manufacturing,56,31,95874.86,3,1,330,9007.51,1
564cfbdc-c050-40f2-9eb4-8043ef109dd1,Small (<50),Tech,62,21,35012.44,9,1,222,13858.64,0
7a0de1e7-3ede-4245-8870-0abb55758c76,Enterprise (>1000),Manufacturing,39,14,43737.44,5,5,313,3451.33,0
68d6c5d9-8c2e-41ee-a403-dc2e67b83b62,Large (250+),Retail,65,26,63644.07,4,4,75,19535.14,0
068c40ea-6a13-48f2-812e-d5b051e3438c,Small (<50),Tech,66,42,79200.67,1,2,39,14965.42,0
db00cdbf-8b26-4543-b7d2-80f099b89328,Medium (50-250),Retail,39,38,37838.85,19,2,42,15052.42,0
c8a15317-6af7-46b0-80ce-ff978f920152,Enterprise (>1000),Manufacturing,63,12,64508.84,3,1,17,18539.23,0
93a24918-65db-45e1-a8cc-1f3d5fe8fd99,Large (250+),Tech,65,3,35344.5,17,4,46,18854.57,0
94ab95af-04d5-49fa-be2e-f6770881b46d,Large (250+),Retail,47,16,5348.74,24,3,150,4204.03,0
70c82197-5d37-4596-be97-85c98d410152,Enterprise (>1000),Retail,59,11,30095.65,23,3,189,10726.86,0
25074db0-eaaa-4cf0-a99a-cc91c7f87c04,Small (<50),Retail,63,6,10450.79,12,2,69,10844.23,0
c5c697a2-d988-4a1d-8c93-867e8e7f9c86,Medium (50-250),Manufacturing,26,18,60812.62,6,2,341,17798.04,0
746dd0eb-bed8-40dc-9634-4487eef2f414,Enterprise (>1000),Manufacturing,37,40,6418.58,1,4,351,10458.03,1
0fb4f3f1-7bc0-4723-8bc7-be9389f5082c,Enterprise (>1000),Finance,40,45,42856.87,24,3,5,10034.72,0
03642f11-9218-44e4-adf7-73f3a5d0d920,Enterprise (>1000),Retail,19,23,77074.71,5,1,116,13711.02,0
5a058fb8-d2b0-453c-84bb-2533f7d4e432,Medium (50-250),Healthcare,15,8,77716.44,8,5,204,18433.07,0
1462c192-b7a7-4a55-bf1b-0f3afb3ade12,Medium (50-250),Tech,68,22,13716.73,11,2,356,18040.78,1
bb39592b-c81c-46ff-9a6a-825482eb662a,Small (<50),Manufacturing,25,44,11857.29,11,3,128,5652.26,0
fbd0a39f-15c7-48f1-aab9-b2db8dc5c9f3,Enterprise (>1000),Tech,38,15,33398.99,21,3,306,12835.42,1
76d3a2a0-aad1-4ebe-bcbe-384d8aae5556,Medium (50-250),Tech,14,12,20160.6,7,2,335,4296.13,1
2b7a3d65-b114-4779-86e5-254e15516630,Enterprise (>1000),Tech,26,46,51577.59,15,5,306,6055.78,0
ff6b0704-5f63-4c8a-8f87-e74780f117a8,Medium (50-250),Healthcare,68,22,52173.71,3,5,150,6088.15,0
6a4035e4-53b3-4ee4-acb0-e1bbffe0441a,Enterprise (>1000),Manufacturing,57,24,12207.25,10,4,267,16293.54,0
acbf80b9-9813-49ee-ba38-b69fdefe3d7b,Small (<50),Tech,7,36,7900.78,7,3,315,11395.35,1
7d644250-26bb-4883-b05c-7b859fd3068b,Small (<50),Finance,18,49,97357.8,21,4,204,9897.04,0
2fa12cc3-ebe9-4e15-b441-f27574426123,Small (<50),Finance,4,19,17657.84,21,5,161,18392.97,0
178a419e-b52a-4167-803b-2e2f243195d6,Medium (50-250),Manufacturing,61,19,34211.1,24,2,155,16214.44,0
a611df87-432b-4981-b1cb-674269b90530,Small (<50),Tech,5,11,97523.32,11,5,243,3199.92,0
db4491cf-52c9-48ed-94c9-f1a5a5b7f456,Large (250+),Healthcare,10,35,80812.86,4,5,138,11002.48,0
e0a284ce-971c-4ded-a3b4-f83f53d8fc50,Enterprise (>1000),Retail,6,12,78042.5,7,2,332,10583.46,0
769301e9-ea78-4044-8527-85713b68d875,Small (<50),Tech,29,13,65958.74,4,3,344,4811.86,0
bc74da7b-99be-4390-9401-df2ed4737930,Enterprise (>1000),Healthcare,19,9,62548.33,16,2,13,19601.38,0
fed476ec-d6ff-4e52-9b94-2ed8b00a9ee4,Enterprise (>1000),Tech,52,25,35714.13,6,4,75,1594.53,0
b9eaac75-fa4b-4825-827f-cc0e031495c4,Enterprise (>1000),Tech,23,43,96009.04,17,4,214,5201.28,0
692db01b-030a-4d8e-91e2-2c74450128de,Enterprise (>1000),Retail,44,43,90272.88,18,4,113,17186.6,0
badbcc21-de22-4f78-839c-5989d050bc54,Small (<50),Healthcare,60,31,10587.45,17,3,348,13894.34,0
d34f2b4b-dd94-40bb-a74c-1f8c24051e4d,Large (250+),Manufacturing,48,45,42794.53,1,3,40,17135.45,0
1e22682f-9675-4497-96f0-4a8b93f19fd5,Small (<50),Healthcare,7,21,78849.41,2,4,94,17164.49,0
cfba3ee9-df7a-46ba-8a77-ef236ad06788,Medium (50-250),Healthcare,15,33,75090.71,17,1,50,7946.42,0
52f86557-2079-4218-902d-fcb0bfd3d541,Small (<50),Tech,67,33,67637.02,10,4,329,5554.06,0
7271093d-18dc-4de7-94ed-d5e392a5739d,Small (<50),Manufacturing,70,39,44014.41,8,5,233,8083.41,0
58ba7bf6-9689-4775-a769-fd4c89747952,Large (250+),Manufacturing,53,27,8158.85,1,5,90,4230.33,0
dc251cf6-24f9-4019-9285-1eebef8fa4ad,Medium (50-250),Finance,4,4,24540.21,1,5,342,9517.05,1
5d00951a-32e6-41f1-8f4d-dbd862ffee22,Enterprise (>1000),Finance,35,41,38005.94,2,4,107,13335.85,0
30d7f808-022b-4d4a-bcf8-881c48f8d4a7,Large (250+),Manufacturing,19,35,56879.24,19,1,194,13008.18,0
8ebf90dd-50e7-49f2-840b-a553154a1ada,Small (<50),Tech,59,49,94180.44,17,5,153,15342.32,0
39c0a06b-7f9b-44e8-9129-c683d84d16b1,Large (250+),Retail,14,5,46497.54,4,5,70,7746.57,0
b8d29702-5786-4706-9240-b4fb3b9f28a7,Small (<50),Retail,18,34,35066.2,6,1,53,19471.83,0
8d3988d0-5959-4862-9c2e-b41a07ae7e4b,Enterprise (>1000),Retail,20,0,75291.99,7,5,110,5995.19,0
cb7d3c72-d9c5-40ce-92e9-252ab77ed80b,Enterprise (>1000),Retail,10,28,82510.86,8,2,227,5392.58,0
32e794c3-1f35-4913-8b68-938ff0a644bf,Small (<50),Retail,17,25,47411.23,13,5,251,14222.85,0
a3abc45e-3522-4b4f-a3f9-00dc9bdf5fad,Enterprise (>1000),Finance,4,42,31584.58,21,5,352,16050.72,0
28f8f931-616a-4853-a9ea-00685f3a7430,Enterprise (>1000),Finance,5,40,41168.86,14,5,28,19819.92,0
1f2baea7-e866-41a3-9264-6901bbb3cde0,Enterprise (>1000),Manufacturing,25,15,28668.59,24,4,229,2347.76,0
774c2527-320d-455d-b9a8-f5ad1216daa7,Enterprise (>1000),Retail,4,48,58260.96,1,2,252,6447.41,0
b12a3155-3be5-4148-8dae-53c2e01f0a55,Small (<50),Finance,46,45,20489.98,1,3,229,11622.95,0
ee0377ba-7bfe-4117-9173-dc07b18d9688,Small (<50),Tech,61,4,22678.55,8,5,244,1137.95,0
ec972340-22ec-4c89-a801-181ab3cf492b,Enterprise (>1000),Tech,67,38,67790.55,11,1,358,7789.46,0
404245aa-4881-421d-a9a8-ef4d631e818a,Large (250+),Manufacturing,42,37,84271.8,6,3,58,17893.25,0
c1e2c123-91cc-43ad-a979-c76e9ce8442b,Small (<50),Healthcare,42,6,15550.06,1,4,199,1559.02,1
c95e38bf-fe33-484d-ad9c-30a4800b174a,Medium (50-250),Retail,47,15,35808.13,7,2,133,19494.08,0
6f4adf49-916d-4ff9-bd32-96d69c53c1d5,Large (250+),Retail,48,17,99735.07,22,4,59,1216.06,0
e6b6e716-1448-4e5d-9d64-4d44b51652cd,Large (250+),Tech,18,47,73684.84,19,2,249,19819.59,1
e19e0ab8-7f89-445b-a52a-fa09012330aa,Enterprise (>1000),Manufacturing,42,12,28570.94,9,1,265,6477.9,0
