customer_id,tenure_months,avg_monthly_spend,num_products,days_since_last_contact,contract_type,churn,purchase_seq
956,35,135.37,4,139,monthly,0,"13.054858980144061,11.229454316458773,13.105152615250004,13.811508160023553,13.270840194524455,12.816787766623326,13.98569773802349,18.27521197500621,16.98640417965163,12.623025731930253,15.500351576346684,15.367672807003396"
957,35,173.61,7,176,quarterly,0,"16.525533384367066,16.674545522154375,16.424549989458107,16.287905367973956,18.896272602757257,17.452906256522912,19.580824386999524,26.11128017945161,15.503213635740726,18.116783153796682,19.126816755899394,21.15233524608307"
958,4,261.59,4,128,monthly,1,"16.529055821822414,17.942622760101674,15.858978578711557,12.692532976885477,28.303335161572328,13.317951973459827,18.975554859620964,11.821489457891733,10.997421967624367,18.669275609699817,18.94958464285519,22.930880557818444"
959,8,272.73,4,251,quarterly,0,"32.34006338222538,20.475120317191145,27.480545476027316,28.059225692308008,25.38803041288624,31.48367243453334,31.810313920095023,26.234423991379852,25.741409484946274,35.44982322522206,32.36181476864485,27.66816870576904"
960,45,166.38,5,121,monthly,0,"15.903116450808971,13.61862581975594,16.144916944295346,21.270032835775776,15.152594038475655,19.85108146146392,13.954879572930778,19.162874645745028,16.643542628991582,17.809432708020488,16.661835814649365,18.773108899003578"
961,4,138.96,4,76,monthly,1,"11.578795324625967,12.25592546531262,13.354985638651497,10.834911638124618,11.462215903033867,9.909659711800147,8.75556705845363,7.626662336735436,7.452350134213515,7.05941116695764,11.149200780976258,8.92944028828415"
962,26,330.77,3,129,monthly,0,"36.19803529772733,40.335078249595675,34.69902980550656,27.542278689010224,44.89571069247193,30.489905930240226,38.398319348652485,40.24932754845469,33.11829758223502,25.712462997882078,28.59057190651695,37.55666034369113"
963,22,178.76,5,184,monthly,1,"12.235046657173033,17.565224453017308,13.814533659629454,17.413609142832026,10.107600893574565,11.68540564164607,14.740957324245883,13.987145984106313,12.474192715336146,9.819243778231924,7.061820939819895,11.962890689979554"
964,33,183.43,4,13,monthly,1,"13.91714940978911,10.78961630770805,7.942413402697637,12.322090851336306,9.09816321788152,12.425702688235686,12.929547077589042,15.712729878956905,8.96870148152901,15.173191890270557,13.092133509827994,15.482395540725223"
965,27,97.42,1,314,annual,0,"10.493161434396258,5.855984809232895,7.543754646314776,10.874682903284812,10.22704053424319,11.039097112543638,11.262288279772081,10.212427398142687,10.56053177624539,8.631780369506219,9.964091371338112,10.352232177784128"
966,52,183.69,7,56,monthly,0,"22.694467313862045,15.640981673622662,18.89140322317408,19.983087382035286,15.865900978623191,19.488136272855616,22.068146832179355,18.122352766847705,21.126054111981496,15.891696535567753,14.340822245627745,20.923960724923816"
967,50,212.31,2,36,annual,0,"25.544330021161155,15.001563021505364,21.267085968824365,28.06521612391493,20.210866905991246,25.184065428069168,23.324693086882135,25.289577371531845,17.792455530668192,17.81096402611548,21.316911665605595,14.724764599564296"
968,46,167.22,1,205,quarterly,0,"13.495434012205484,16.169460045045906,24.83287796602376,16.456938362203136,20.45523753653732,19.94458531350316,11.778277807398775,17.759886362752198,17.21231653043598,17.825031876137537,14.199562023421159,12.986223014646997"
969,43,117.58,1,142,monthly,0,"11.965157932494026,16.711652273787386,12.626171480381702,12.600003990993121,10.991599416543893,12.495648290855199,11.935667670800044,13.028313108913881,6.07519102029128,12.650129069088118,12.777028994999291,17.74788329749898"
970,56,144.35,1,137,annual,0,"15.462455909501797,21.045259290070902,14.002408491246527,15.483157778343616,17.017502508640213,13.224589865008788,16.737146945591384,14.47519222804521,18.043246705034758,11.70784264288119,21.114953246582804,13.532684102602406"
971,12,133.4,6,347,quarterly,0,"11.619657709878245,17.765533324224165,12.833387145747594,12.152279177567396,15.409571411998575,17.13763818764817,14.82651068841438,9.565095517258154,14.228638496927275,19.142137099336857,7.26306495889236,14.336381681169401"
972,37,224.15,3,31,monthly,0,"21.934017607250627,29.370165648315357,23.427719611611973,16.35620173213976,17.048299130648402,29.915358461709882,19.63067949792721,18.187905333303323,29.0383966812811,26.9480592175318,28.12693434225652,18.156172016136516"
973,49,282.81,1,132,monthly,0,"23.677052000287965,24.831309495679747,20.10437292870787,28.509721457450517,23.91064442740086,32.72851433913004,31.901338119045292,37.82961666914038,30.353071857863007,31.22610937968961,36.200304599695635,24.730855278840128"
974,55,316.85,5,59,monthly,0,"29.363955832519885,30.35856644890416,34.362467612121634,31.135799499346575,37.77868631892494,25.233738175467092,38.953750384775624,36.00026622470034,26.777479367506032,33.27956873800478,39.3663644216894,34.989900859096956"
975,39,237.87,2,34,monthly,1,"17.17273286844484,19.47689084542539,17.093368775622686,14.261356991939282,17.583553502900322,15.350408369265704,18.5895934539697,21.402487854226283,18.9057390279594,13.90776795645478,17.65537129173745,8.059805642702521"
976,14,338.41,2,155,monthly,0,"25.41541091322178,34.380048819448405,39.69313331213141,34.340646847937144,32.153166034154545,26.192880489477123,29.549985259860385,39.78619731352036,25.35898799276735,45.839055305513085,34.41671151767046,23.104321989031398"
977,7,198.25,3,250,monthly,0,"27.688587084948658,16.651395751076286,16.326273937902137,22.0043700847327,20.14129639311403,21.12090190469255,20.72623258152859,15.501545107154584,26.221883872253876,23.36781973824633,25.213155517450478,17.73011103711742"
978,59,32.71,7,308,monthly,1,"2.886388908008312,2.1505840557945497,2.0455981760729904,2.0024455792785987,3.11829244646312,1.554977788293384,2.0450008452484534,1.698790962117069,1.4598266556948905,2.8877578917344886,2.277525223904608,1.7582945058448192"
979,9,219.56,1,71,monthly,1,"13.175888540186993,20.457396884888922,12.77624849154346,13.924037496385152,12.253359933269595,11.987087340085882,15.461352122836857,11.540570846166789,14.791397724172233,16.69074203200073,14.066752628092093,8.597600150919948"
980,22,258.06,6,334,monthly,0,"26.656001233391315,23.510138288235158,23.368727127620513,24.147553876563634,21.147243203046976,13.422436119885818,33.420462694391276,23.285068110511403,16.957630591723568,26.72937557895162,28.98400494411865,24.887455708401216"
981,14,226.43,3,93,annual,0,"27.403146909682064,18.888096380876217,24.647221461522758,26.589048120602026,17.792804808977447,21.99867468614578,24.00599777099714,19.037664542987066,18.66169199444259,22.03146673318873,26.27334106081455,25.558248272088854"
982,58,188.78,5,202,monthly,1,"14.500098060025518,14.606354166752606,12.686920018627143,17.207480159627266,10.264595206672496,11.37517704885203,9.737691530314414,12.826964836478451,12.337750092437716,15.292358901170157,18.11300401048968,17.153777597798275"
983,41,172.15,3,33,quarterly,0,"25.183747648690463,16.458287084211673,17.484015327476385,24.930414158332837,18.660926923297797,15.159321969652023,13.85890372073827,17.93499105257935,20.887491311618923,20.843275808996815,14.212306770465192,17.57073129460036"
984,21,189.6,5,341,monthly,1,"11.479797233535544,10.9361475128856,15.330156682698485,17.37269260419561,12.00771009183213,15.41107273860734,13.835232882893521,14.22439059114192,11.09898674746012,12.708266115628712,10.36102430926756,10.026678482974773"
985,13,150.56,6,287,monthly,1,"9.09281253575771,9.711077714464105,9.832271906109032,10.794439922582093,13.50180274636671,10.411022075048908,12.515402512793843,11.91891682840129,9.04195847444817,11.894537887946813,11.749722739723483,10.537860761904154"
986,35,115.13,5,127,quarterly,0,"13.615357162061247,11.57512676588358,8.269915920829368,10.36172571817361,13.150177802232065,8.816509308768506,16.442701983328465,11.546128010370362,11.625410279498219,9.9779243889071,12.656714292960752,8.846533271298568"
987,39,150.51,1,163,quarterly,0,"15.280460727501486,13.457474830439256,14.046421706617078,17.25048677793041,17.53357404278326,12.527769982948099,18.902903912744094,21.098474109945407,14.173850127553765,14.101694240503445,12.347047650378938,13.038298764815215"
988,26,46.32,2,339,monthly,0,"5.175271106625228,2.7850857851700335,5.287190845180063,5.659256064954007,4.8724830836738855,2.9113136584291084,4.7302063092965145,3.89381149570767,3.5183842646288817,5.168669525826854,5.342298675931235,5.8229333438549045"
989,36,233.92,3,156,monthly,0,"23.42602185460681,22.55840685419392,26.69331546776141,19.557383969034156,24.895409376668283,24.919012645601583,25.187423668051782,18.60888882508884,24.548599432763062,31.669589714388593,21.254265059871084,24.60724032029431"
990,20,221.73,1,242,annual,0,"20.45618324431386,18.80253490654372,24.07226654299409,15.406832303173307,24.918745405017827,25.37790738634454,18.704243636487295,28.479992133149757,20.61619022573356,20.234442847501334,19.275305099476807,24.160677502835576"
991,31,194.27,3,185,monthly,0,"15.642649161783664,16.799135718901347,11.335691433653539,24.685479913739194,10.761983608605107,18.401804996643175,14.849407625650304,15.990727617473576,24.77518389311146,20.20809742150285,15.675950267261154,17.13638136813189"
992,16,222.03,5,157,quarterly,0,"19.391791746992993,16.503388554108966,15.180381340897096,22.3923916998039,25.82688940079063,11.976270833015581,19.505850923025914,18.781330846810107,23.887656149613992,19.24236348654839,16.739386698089092,19.499134362086583"
993,3,296.9,7,316,quarterly,0,"20.275975680760247,32.645151203587886,37.86664828475928,24.922963817752272,27.36209070960272,29.333231213222202,30.818966602351434,26.393918839858642,30.030147826676203,32.737828793925374,17.7530655274235,30.134150741229103"
994,26,89.55,5,176,annual,0,"7.988734547605428,9.210491276360232,8.056113378054414,9.510983557441342,10.951121814183525,10.168051908370428,10.533402860156443,10.900405528469696,9.462001523654457,8.671292080624681,7.572259909364496,8.25479798247893"
995,17,243.14,1,122,monthly,1,"15.746020063643323,18.29691387893637,21.478897211267757,11.343313115795095,12.191793710142207,16.735262419021005,17.652467735700657,13.815494595309831,17.63480114364366,14.497422977590043,15.498784199513823,21.341287143145955"
996,16,5.0,4,292,annual,0,"0.4956977677035741,0.44417589435666094,0.5579125387142506,0.5812735664701907,0.6144661459599616,0.4964337346378165,0.5475175156894087,0.5790391610186003,0.5181862913255023,0.6319441335671155,0.5651384160505925,0.6882865749640369"
997,48,72.64,7,339,monthly,1,"4.729987417388656,6.134816826876806,4.358697849128407,5.6391339454029685,4.102734729247724,4.892040945862669,5.414081153023172,4.071332540661293,3.750797853263081,5.584968385091758,6.2268698452619216,5.004347426819402"
998,13,153.4,2,226,annual,0,"20.305520002965427,13.968822308003812,17.487728424075573,17.56263911243762,14.876668918718925,18.89961446631694,14.334897492916856,16.676189844768718,13.580433827320952,16.9710706280666,16.663331867372037,18.98325441907902"
999,56,284.26,4,258,annual,0,"26.49449815619131,29.461972972247377,36.1571885515855,28.172299701160814,23.388669128408054,19.218065198779783,31.343311455082457,29.832388539257227,24.75430279432277,34.259676701028575,26.02855572842507,27.66099066021642"
1000,3,103.91,6,57,quarterly,1,"8.972236234892975,7.9736991701526625,5.04129787861574,9.965315446127402,9.915653409657715,9.125734190870947,7.715651043786651,7.406257133979315,7.909908873900322,5.61302540943262,6.480945834022378,6.420909844936668"
1001,32,85.81,7,55,monthly,0,"8.634834740762294,8.690044105386791,8.997343423522185,7.562042189918425,6.529335072680914,9.652950220271263,8.111436676661983,8.874889307057597,8.097958459467907,8.570596957687508,7.809936725603748,6.919575156695144"
1002,53,61.01,2,48,annual,0,"5.384739939864861,4.631819889710371,9.060920650965501,5.45677847956422,6.861399034548114,8.46716989979568,7.0645421287344305,5.734153498641644,6.018846175111827,5.084834361849037,7.17653786785254,6.791671929209642"
1003,30,104.71,4,108,quarterly,0,"10.723346240927025,10.921486269806904,8.747793768723744,7.406311951911643,12.487209086562519,10.559294995171594,12.371231742465556,9.663013889235385,9.975298711900704,11.965080079634134,12.00497535697055,12.141557257808337"
1004,44,172.72,5,34,quarterly,0,"15.011267235512348,19.446443632444076,17.0701684327264,10.910484525033313,21.170593596125965,7.74526246464397,10.418017302768689,19.09358940989069,19.092695132965115,15.069528656582303,17.782618358961912,8.527419288832476"
1005,5,145.84,4,309,annual,0,"17.462803039157194,10.14194255303541,16.157665533474972,19.487283959207094,20.20084413692519,13.691455564831152,13.575049505755711,14.36770969132546,17.211156399558224,14.198603457854032,13.785463812636266,17.712744330368768"
1006,41,160.08,3,6,monthly,1,"14.752963194975738,12.046378830525532,10.062306990362805,8.571885543920121,12.18037295986522,10.916220252174051,12.502227469655521,5.863594504051272,13.754713892862444,7.366962175353574,10.120496409093395,14.320664133445979"
1007,26,95.43,1,116,monthly,1,"7.15586353262314,6.700123772552097,4.889740686083895,6.8099810192707055,6.655523325613414,6.59953539308921,9.46687586826526,8.46677727411134,9.121055357007783,7.139689753010797,9.065187175199279,5.536366792029919"
1008,59,153.9,3,126,monthly,1,"11.212516917170698,11.701668610665173,14.53210201252865,7.488064508767999,8.17621283989394,5.511674600853246,8.95891942516304,9.816042952092523,9.268222520198384,8.319061244922175,10.964969815645361,9.93989231018587"
1009,11,342.08,4,129,monthly,0,"30.474628955051912,32.95565616042789,27.160555668924953,26.142384606024585,48.5561329224485,36.278680020465536,28.508287279736187,39.79522526059421,26.146457291051284,26.709759069941718,28.71415784805488,45.52791879460231"
1010,20,159.68,5,92,quarterly,0,"17.9973952010406,18.06751329706533,14.995898791811003,14.229739061390616,16.44209067971125,15.705646167206886,12.771542081433827,15.864602786690494,18.171016472468743,14.720895821837674,21.036512591104007,11.969894277670992"
1011,34,240.96,1,358,monthly,0,"19.15161597826578,24.214581028749116,17.663056992769306,23.49785332408729,31.980454113589627,28.06129183920983,19.64714206333322,23.74675406785449,20.074808188871287,23.79453749476553,29.113066791711912,27.242751276830273"
1012,15,469.75,1,103,monthly,0,"34.838252982516586,44.112324398802684,42.02268579010408,47.11623706344552,70.80155199590337,51.01582426252652,58.83321463258423,40.547660756787195,47.18019571964347,58.517869278939415,32.12644784104892,44.781654490312675"
1013,11,282.48,2,248,monthly,0,"28.9524463794424,32.349174336799464,26.20241870279304,19.434982380569593,25.35550066748194,27.54910575852447,22.16629481512069,28.421404287852457,29.220351652742412,35.042557123276076,27.316578381014548,28.879543936991894"
1014,55,55.33,3,48,annual,1,"4.700586827722271,4.45532099216068,3.832440647185319,2.731467975530612,4.038009463524053,3.59910051135114,4.303127903513163,4.374180280576104,4.895115533693239,3.0512281261397423,5.529785435112487,4.566825002276354"
1015,9,153.02,3,325,quarterly,0,"18.224929821016307,11.864230175761726,11.94545697233343,16.639216625401687,15.82530975555103,11.553578289520742,16.17843966383334,15.604421551456692,19.824822176928688,13.96906540491619,19.545361522252897,19.67945172962864"
1016,18,111.7,7,364,annual,0,"13.011524082381104,11.847714280380966,9.751211769040559,9.495619623968473,10.424137733930419,8.268938143993108,15.018139383130366,14.490635226989363,12.179580003477804,10.671350035441364,10.730085175723541,12.864027614921534"
1017,24,248.82,2,350,monthly,1,"16.129583371006134,18.785071220020928,13.27511203476633,24.58035038695057,8.975406414534445,11.471937165918112,19.345902047905025,19.045894932320596,17.165112500118102,19.772717881884287,19.394773502045325,17.41749550961968"
1018,37,248.94,7,152,quarterly,1,"17.30090607469493,22.387526660894817,19.377997779840072,17.51360792042346,20.779765748777436,14.663121074027755,23.438915920505533,19.665116430235418,11.759126065721514,15.31663677821516,9.906511683593664,20.199310759309896"
1019,33,335.5,5,304,annual,0,"25.207066622562685,34.08708199009314,42.42333933394762,21.47631986565952,39.096384225334425,42.7749007458563,29.788664648281763,44.91792602322724,28.917842615219914,36.50967009532984,31.491559973237823,31.49005913054632"
1020,2,75.41,4,360,monthly,1,"5.918700689935338,4.374545883951124,2.886936635312933,3.5353819462146427,4.113212262742552,5.634598625404644,5.1917192415784825,6.274395742446283,4.321148865651871,4.93649882012412,7.1237699216388926,4.918738403446201"
1021,52,262.51,7,257,monthly,0,"21.72950222859088,17.072944701974315,32.39016899238399,25.305507261674336,30.179101984457915,24.628339565083152,29.10126495790187,38.46458983556322,20.24885011544316,22.167112746934674,21.52229670805254,37.298974915897304"
1022,1,192.32,7,47,monthly,1,"14.209535288214767,16.255790268322002,18.098790045477674,17.290852751504325,10.863149607905637,16.505378331956873,14.515955505230162,11.699917496930437,12.891860351091898,11.551185582146314,13.562297094815918,11.497833385871076"
1023,49,347.86,5,203,annual,0,"40.50046773863022,34.089521338692656,34.718272465641434,40.800809183574934,36.513574052754784,32.78237150732407,44.709894911923996,37.879814410277966,24.870627790009017,33.53090229953112,35.13526970640149,31.972503276413985"
1024,9,5.0,7,245,annual,1,"0.2562493120869218,0.2783040592054676,0.33228094408564873,0.4221740982486916,0.41757095552997303,0.4199173445073636,0.2792772839234998,0.3344402286497262,0.43649501565715393,0.22647159953817472,0.3178385902627714,0.36555171386958035"
1025,5,180.45,5,118,annual,1,"8.29574835648602,13.335045474110022,11.862106027961968,12.25429699110067,12.894137122468836,13.61112412038972,8.963316662588847,10.154831765106293,11.984415008122081,8.138277530398938,12.978566659902166,14.735574743157732"
1026,3,191.3,1,9,monthly,0,"13.835600032774254,23.820203049644377,11.057487888699542,18.04744480463603,21.270286805910498,20.503087593647187,14.35962028774313,12.473729022411991,22.119594422081114,18.65682238905951,15.0296001996476,22.258882751875895"
1027,24,139.18,2,168,quarterly,0,"18.234955559678646,10.0303964405861,12.96920380686199,13.46178770768523,15.211661107072366,16.669648858285463,13.47484637968287,12.145006702594534,15.527632089500333,9.352934328967915,7.950238353921649,21.129266868491055"
1028,36,144.89,7,261,monthly,0,"16.342207269322046,19.40404105185856,12.03543827730429,11.597009065114838,12.207964677103003,8.393442024650653,13.92901532046632,17.051110331188717,14.63099393261079,9.936734775066164,13.454722353429853,14.851612904312631"
1029,39,266.04,1,0,monthly,0,"28.605793620881446,25.5445292519339,31.653641335130516,30.305029250730747,27.45396257781845,22.340157424287668,28.05612099029618,27.893640988578127,27.238560348601673,24.07168145139421,23.120980344245,28.318860948844925"
1030,37,148.36,7,189,monthly,0,"18.77982237226265,15.309808650996839,17.1577016786664,12.404641623274767,15.865108620593407,17.234635671351647,16.486292443354,14.163309238639293,15.87532030683066,16.68325298106346,18.400140809376992,13.170614786613061"
1031,41,131.31,6,72,monthly,0,"16.58599629196568,12.944435809809681,14.032710870832332,14.076745198187176,15.006751986508544,14.305522577725691,10.770045526216748,12.440276238276187,13.114028200224775,16.362551976280027,14.403275706516922,11.40430579937235"
1032,55,114.18,6,114,monthly,0,"11.949192960105059,9.682786244229096,13.048812144254278,10.012799263898932,9.39142462462822,6.2419111413338415,14.266984569812049,13.011005810894783,8.002474259756628,6.856650620995742,10.054577252669697,13.581385421883024"
1033,18,231.43,4,322,quarterly,0,"32.438248608110975,28.395487406491913,21.425371439054913,23.15121753824132,21.648646635322557,17.528006790700363,21.77558144594072,27.349599309574085,19.130291746826366,12.585364666493469,17.34354283465376,26.930504683398865"
1034,22,173.21,5,79,annual,1,"11.51392140091203,13.226553319431773,10.566110203894073,12.553570081393259,9.971160411390258,6.908745157188175,13.62113908027299,18.035046523982594,13.49762471352491,12.009946804758217,11.163181422006648,11.239189126283668"
1035,54,386.94,7,358,monthly,0,"31.065381487753434,30.852686342311475,34.377973957025134,35.456473041720784,49.70894641220974,30.41304131298692,44.60602284055288,43.26191303716202,37.07322795209841,44.61403353321447,42.11197516926573,28.97267899389903"
1036,28,5.0,4,274,monthly,0,"0.5063183668807756,0.5241914984321498,0.343589823652072,0.5224816736691474,0.3958568730135458,0.4187530167707666,0.5717931385822664,0.7014113723359744,0.505135875880268,0.41829045413597676,0.5188670447509999,0.5939029157499145"
1037,18,356.4,3,280,monthly,1,"17.850884601236906,23.28284489703654,25.82470003985942,24.822254779579552,33.69261597703254,28.29600448656848,29.805939664393634,27.64325869642332,25.759548025959177,27.217384584652837,15.048035620508022,23.648902741238825"
1038,10,256.3,2,32,monthly,1,"19.499517081054705,18.86043426028943,15.600642704260657,16.0326848986976,14.920945851039443,21.44578185787349,11.295444871902165,13.342792775031372,19.443450826353356,19.890306078587983,12.255955633793139,20.18908025419747"
1039,40,108.39,7,142,quarterly,1,"5.676443031011023,9.194445615661495,7.744096682432433,6.757605228379345,7.498807563529929,9.402445151327415,9.146501065587247,8.434306604658515,6.571395523513953,7.768200103175157,5.9316310551161635,7.454679490639324"
1040,24,206.62,1,283,quarterly,0,"21.82689010934511,23.354057526396097,23.556476188186707,19.019757236687727,18.704658264007065,27.07618705292503,23.580914132014122,22.3333959849554,17.349339955891118,13.272397872447602,19.452798688240502,18.791646367801444"
1041,45,130.58,1,264,monthly,0,"11.323858558140001,16.894579458519384,12.04703346979244,10.976422641986545,14.303885667365321,9.924767293734835,9.492573026815089,10.568159505937652,11.006857451082347,15.014897602982584,9.67243860069689,14.020658322673635"
1042,51,174.93,7,32,quarterly,1,"15.351703540291778,14.539704311830295,15.233130385513574,14.00960568828447,13.0599883070568,9.23561069460474,12.612442292006024,13.706988411313288,15.81477371871432,13.926168132296816,15.283190130525337,9.717949433731391"
1043,54,181.42,1,286,quarterly,0,"17.84330947097858,20.63574769934386,14.057249841597113,23.974919889655624,14.952525049575893,11.180876115611458,18.17899210883725,24.305309227344395,20.270405006553347,20.867790674381034,18.29263198170505,17.58956338783906"
1044,20,175.89,6,291,annual,0,"23.159799361849068,18.745210478718793,17.15722591565715,14.7093379790925,24.7023103447691,19.440952143161624,14.26935006549272,13.46883246268885,21.99664555908011,13.939245515110791,24.109999076778436,7.892178107585542"
1045,43,261.02,4,124,monthly,0,"21.386732300258757,17.128455437966085,27.027330373771438,26.09618424952937,18.167524950918338,25.812602068838533,23.105633306898937,26.150273403344784,29.891355040233936,33.89373003205881,30.846499544658215,22.33559898482201"
1046,49,126.18,5,57,monthly,1,"12.112646118442115,8.890027052402816,6.0165424146657145,8.886214958366878,6.688662076324198,10.35834512468931,9.759943482622228,8.530822928918111,8.247726046363688,8.457821628991296,8.84736117234543,7.4685530436159855"
1047,5,296.66,7,215,annual,0,"22.701544276186187,19.722940944345673,26.173217032183068,32.013893788063704,25.346973865872766,27.560230662157668,42.287757792254,18.716764988545016,25.186278023278316,40.919005551572624,29.401440540115907,25.477295072242377"
1048,27,137.75,3,191,annual,0,"10.518967353691345,12.330643130255801,11.778042673371745,11.591456674373907,12.011906172437772,14.355493254374188,17.270745725139985,14.56889403437664,12.195410294714659,14.981416546997675,14.078421116405044,14.241056507941373"
1049,27,240.16,6,295,monthly,0,"28.536606630755127,18.307975712300596,26.051322809092746,25.53201324593791,25.584894740891535,22.341130363233514,21.781088764114774,16.474384614018252,23.516562217988415,28.42300589035581,21.825269373244602,22.06483718587006"
1050,13,248.23,3,166,monthly,0,"31.420414440566457,22.800512015149263,24.301305204559323,22.16019176984353,20.691008438619306,22.730567537506325,32.37295810818184,19.528563957850867,30.133297317332158,15.643445192377596,32.7717875550797,33.29193484807848"
1051,18,106.25,1,63,monthly,0,"8.890643481830148,8.820273194690511,10.154177510699364,8.915899048889617,14.026892075278518,14.443160568861865,6.328044903475018,11.781278282339178,12.449229241113517,11.778436188089277,9.226189731750416,10.105947407833929"
1052,45,341.02,6,342,monthly,0,"35.75692569840635,48.94183888650031,37.602803524293904,30.34138989631329,31.247242790212965,43.7780590383221,30.470455185054927,32.732759522141045,26.313598344861447,32.206637359992406,37.32843040966259,32.079941471729875"
1053,35,378.33,1,100,annual,0,"31.763562055085316,38.223895482147874,35.784753168583656,46.157849546001216,45.798520995270614,46.59782667457337,38.44008316994527,53.267056732058286,43.9143772672671,27.01593902251109,49.50370804404032,37.78900516319697"
1054,15,231.82,3,242,monthly,0,"11.784115477638599,19.75182373844294,18.6513528261068,14.551891189316388,19.89290839882162,31.799847457438492,28.549273343337003,19.3098246797568,20.4543728996387,20.463869247562407,26.68744380431439,25.0598127298144"
1055,6,181.49,4,186,monthly,1,"12.907632179934375,16.265506965277154,14.142953607039056,13.34683537039532,13.324967091582305,20.70519679074795,10.11652375602913,9.923487032080846,12.09082188248715,16.27340952521997,6.443906133244807,7.866779918088322"
1056,37,369.0,5,176,monthly,0,"33.79030738368642,23.509920708588545,38.586141928030166,37.02223862068537,37.828007332842,30.17287801572168,31.27879301118952,37.29913862948082,26.547423893718324,43.40575954214447,26.635408927544944,35.786134999528976"
1057,35,225.94,5,53,monthly,1,"13.413366670015561,15.656716168868465,10.08617273618707,18.701397813687635,19.283615336477556,14.069408777938007,24.676998295771337,18.22198333061957,14.99894437867152,14.26278020530365,13.344249285936442,13.947136725762743"
1058,15,148.24,4,91,quarterly,0,"14.383927314454628,15.21025721172093,20.807780346696156,11.303286569484445,18.35623915146671,17.999334609113816,17.35731978492783,18.65424662249538,15.65624530107273,13.096062412680242,18.06964867800025,18.18311124798506"
1059,3,198.47,3,92,quarterly,0,"18.141359620429025,21.098743525938776,14.651867587271752,23.75655099021579,16.73765675682852,22.96388634419101,15.284879669936945,23.940991496726937,21.12439483660923,16.74540126294842,22.591165463973347,17.503537291718192"
1060,52,65.93,4,157,annual,0,"7.48867922551185,5.1255485723162355,6.274066697210191,7.465849698542636,5.41155548041899,5.611500931655415,5.810577525668999,6.066969557129781,4.524091742886603,7.507216186119406,5.62536657738163,6.860338774445867"
1061,25,146.28,7,188,monthly,0,"20.77431976517994,14.530188452467602,15.095974265656995,16.370895601529426,13.776513981221083,15.292867656496822,9.646084451247333,12.0267479335247,9.70762732919779,16.749664557984126,10.639340233637455,18.757878993674964"
1062,41,243.21,6,170,quarterly,0,"34.609711426713424,26.794313397461817,17.921683196618922,19.59387553333086,17.08182167779474,23.69315592302653,22.972914646595466,23.656961236374418,19.10003948713227,18.612719040016955,24.779280926108335,26.67779327876736"
1063,29,251.4,2,133,monthly,0,"28.762988205079008,19.65137554016423,25.953207531959606,21.169364528207105,26.71519767696617,24.286024127323113,21.323134607782343,17.2384339535282,24.053020394498304,31.13843191554305,26.56896591501877,17.276965485227144"
1064,58,147.88,3,265,monthly,0,"15.881850335143103,12.409738459031649,12.837733685850278,14.089194233280848,12.40995915321186,17.1472944847841,10.800781741595532,15.081101523396844,15.179523456488353,9.432141497862212,13.483288199099249,15.543865282383381"
1065,13,134.85,5,332,monthly,1,"10.343118273037629,6.12122934391239,10.201707532020555,9.604848879027461,8.75074510000679,10.269412381724855,8.919344087777317,8.798349896326961,7.039216235085275,10.20326742705004,6.9735394364853684,8.147739066114598"
1066,9,276.37,1,259,monthly,0,"31.790323012275493,32.357452974501285,26.303511469380016,24.69762951183683,20.927850916334613,19.60268423185777,33.979442651089485,24.198096144622948,32.57841518663665,19.50159428466756,26.627736345557796,34.64452135300569"
1067,31,255.15,6,71,monthly,0,"23.62086333669049,20.70052244333836,26.25309690450939,29.970853780899752,23.539924079683825,24.033232432848063,39.91576167677691,31.019434242030023,31.38418087027585,18.063203741345294,21.906267978479324,25.896161651254843"
1068,40,127.98,1,218,monthly,0,"19.42615985022279,13.168581252562957,14.273085947258448,16.381494679248338,16.068526386916155,14.105529692752848,12.436966391120945,14.114234115553957,10.709092310124213,13.187644450917645,9.95879993203902,8.239807173599832"
1069,54,165.32,1,302,monthly,1,"11.74846888443046,9.491734203912136,6.533288810974114,11.513912890748353,12.348113424731547,10.81224535239911,11.83421960976036,14.00011127166184,10.744196381935819,11.047946977046964,11.526801653741767,10.845797884562398"
1070,49,176.98,3,286,annual,1,"17.62092835637922,13.68413524574196,14.681495894115223,15.74595097056158,10.777116764624536,15.48560733114067,11.145263262315877,11.039390029513184,11.71488763493954,10.847508086142689,14.425953469149231,13.050926525629471"
1071,12,211.18,5,292,annual,0,"24.8073490737561,17.1577947780877,22.513111142287368,21.777797073264793,23.895095024483844,17.13067282632131,20.973177544677668,17.93170910454736,22.519956457416992,17.63229026030683,18.814472789709566,21.63554350975208"
1072,56,205.58,7,308,monthly,0,"14.802868566599912,15.999994893173303,20.148096659647415,27.042651760820693,19.983836118786677,22.954803110117364,18.978554277515414,21.322416049215512,19.708395071574046,22.902248776346855,15.901493036495964,20.86745082817372"
1073,35,233.27,7,327,quarterly,0,"20.92738208603945,27.57526069394597,17.909622853752886,28.353777882917335,22.110294743757684,31.184838311761336,16.229129319344352,31.554500975768967,21.640978027902662,21.55692981446559,24.23639715589132,20.075176157281874"
1074,33,179.75,3,145,monthly,1,"13.084528333388416,12.896392429395599,13.024280628015266,8.648989472010939,10.58221648492924,11.770959778326484,12.203094813687697,11.322977062863963,13.222362614906153,9.71046149318042,11.367909520593354,13.84804092045448"
